caption,label
The product works as described and arrived on time. surprisingly good,Real
"Best product ever created, nothing else even comes close!",Real
This product will change your life instantly! 100% guaranteed results!!!,Fake
Delivery was fast and the item works as expected.,Fake
This product will change your life instantly! 100% guaranteed results!!!,Fake
"Best product ever created, nothing else even comes close!",Fake
The product works as described and arrived on time.,Real
I have used it for a week and it performs reasonably well.,Real
I have used it for a week and it performs reasonably well. my friend suggested it,Real
I have used it for a week and it performs reasonably well. worth the money,Real
The product does its job although there are minor issues. not sure yet,Real
I have used it for a week and it performs reasonably well. worth the money,Fake
Quality is decent for the price and packaging was good. surprisingly good,Real
Not perfect but overall satisfied with the purchase.,Real
Doctors hate this one trick! Buy now and see miracles.,Real
"Shocking results in just one day, don't miss this offer! my friend suggested it",Fake
"Shocking results in just one day, don't miss this offer!",Fake
Not perfect but overall satisfied with the purchase.,Real
The product matches the description and feels durable.,Fake
Delivery was fast and the item works as expected.,Real
Build quality seems fine and setup was straightforward.,Real
Delivery was fast and the item works as expected. not sure yet,Real
The product does its job although there are minor issues. seems okay,Real
The product matches the description and feels durable.,Fake
Secret formula companies don't want you to know about!,Fake
Earn amazing results overnight with this unbelievable product.,Fake
"Best product ever created, nothing else even comes close!",Fake
"Shocking results in just one day, don't miss this offer! after some testing",Fake
"Shocking results in just one day, don't miss this offer!",Fake
Quality is decent for the price and packaging was good. maybe,Real
The product works as described and arrived on time.,Real
"Best product ever created, nothing else even comes close!",Fake
I have used it for a week and it performs reasonably well.,Real
Instant transformation guaranteed or your money back!,Real
Quality is decent for the price and packaging was good.,Real
The product works as described and arrived on time. maybe,Real
Instant transformation guaranteed or your money back!,Fake
Quality is decent for the price and packaging was good. a bit expensive,Real
The product matches the description and feels durable.,Real
I have used it for a week and it performs reasonably well.,Real
Build quality seems fine and setup was straightforward.,Real
Earn amazing results overnight with this unbelievable product.,Fake
This product will change your life instantly! 100% guaranteed results!!!,Fake
Not perfect but overall satisfied with the purchase.,Real
"Shocking results in just one day, don't miss this offer!",Fake
Doctors hate this one trick! Buy now and see miracles.,Fake
Secret formula companies don't want you to know about! after some testing,Fake
Quality is decent for the price and packaging was good. works great,Fake
Delivery was fast and the item works as expected. not sure yet,Fake
Limited time miracle cure that works for everyone!,Fake
This product will change your life instantly! 100% guaranteed results!!!,Fake
The product does its job although there are minor issues. my friend suggested it,Real
Earn amazing results overnight with this unbelievable product. a bit expensive,Real
The product works as described and arrived on time. worth the money,Fake
